doi,2003-10,2003-11,2003-12,2004-1,2004-2,2004-3,2004-4,2004-5,2004-6,2004-7,2004-8,2004-9,2004-10,2004-11,2004-12,2005-1,2005-2,2005-3,2005-4,2005-5,2005-6,2005-7,2005-8,2005-9,2005-10,2005-11,2005-12,2006-1,2006-2,2006-3,2006-4,2006-5,2006-6,2006-7,2006-8,2006-9,2006-10,2006-11,2006-12,2007-1,2007-2,2007-3,2007-4,2007-5,2007-6,2007-7,2007-8,2007-9,2007-10,2007-11,2007-12,2008-1,2008-2,2008-3,2008-4,2008-5,2008-6,2008-7,2008-8,2008-9,2008-10,2008-11,2008-12,2009-1,2009-2,2009-3,2009-4,2009-5,2009-6,2009-7,2009-8,2009-9,2009-10,2009-11,2009-12,2010-1,2010-2,2010-3,TOTAL
10.1371/journal.pbio.0000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,7,7,4,6,6,3,6,2,3,0,5,1,0,3,2,1,4,4,3,2,3,1,0,1,2,2,2,1,3,4,3,7,2,0,4,2,6,5,1,2,5,2,2,2,2,4,4,0,2,0,1,3,2,6,171
10.1371/journal.pbio.0000077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,15,10,18,17,13,13,11,15,16,177,81,18,22,11,28,4,7,10,8,8,9,12,11,8,9,13,8,4,8,9,10,5,8,8,3,6,8,8,5,5,3,5,7,3,2,2,1,4,3,0,3,3,3,1,7,730
10.1371/journal.pbio.0000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,10,7,8,21,6,19,14,23,7,8,14,9,8,2,4,3,5,8,6,6,2,6,2,0,4,3,3,4,4,6,7,2,3,4,3,6,3,2,7,3,2,1,5,1,3,3,3,4,2,6,1,2,6,4,338
10.1371/journal.pbio.0000079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,13,19,18,4,9,11,15,14,13,5,11,29,10,15,14,8,10,9,12,8,18,8,13,4,4,9,11,13,5,4,3,6,9,6,4,8,4,8,8,9,4,3,11,2,3,2,5,6,4,2,5,2,1,1,2,479
10.1371/journal.pbio.0000080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,12,19,23,7,17,27,17,22,13,12,12,19,11,15,8,5,5,12,7,7,5,6,12,9,4,13,5,4,6,7,13,9,6,12,2,7,8,22,15,6,5,6,6,3,3,3,5,5,6,2,2,5,6,3,7,560
10.1371/journal.pbio.0000081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,8,3,4,1,1,3,4,2,6,5,0,1,4,4,8,5,2,4,1,0,1,2,2,3,4,3,2,4,1,0,0,1,0,0,2,1,1,4,1,1,0,4,2,2,1,1,0,2,1,1,5,0,1,152
10.1371/journal.pbio.0000082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,7,13,14,15,28,10,8,12,14,22,17,20,12,21,20,29,19,25,18,19,32,18,21,11,6,77,29,16,24,32,29,20,19,13,18,18,19,38,46,37,16,39,27,21,23,17,15,24,23,25,26,26,34,22,31,1271
10.1371/journal.pbio.0000083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,12,27,14,23,19,17,31,22,20,26,23,12,11,12,16,10,19,15,20,13,14,11,17,9,8,10,17,11,10,14,15,10,13,13,10,10,10,12,9,9,12,9,13,7,7,7,9,10,10,10,8,13,5,9,15,780
10.1371/journal.pbio.0000084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,7,3,3,9,6,8,10,4,1,3,11,2,7,4,3,4,8,3,2,0,0,1,3,3,2,3,0,2,1,5,1,0,6,3,1,7,1,2,2,1,1,5,2,1,4,4,3,0,2,9,3,1,3,3,200
10.1371/journal.pbio.0000085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,2,3,1,3,2,0,1,0,1,4,4,2,1,0,0,1,5,1,1,2,0,0,0,1,0,3,1,1,2,5,0,3,4,0,1,2,1,3,0,3,0,3,1,0,0,0,1,3,1,3,2,0,1,2,96
10.1371/journal.pbio.0000086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,30,28,36,28,23,35,32,34,18,30,16,21,22,17,20,13,13,16,13,15,17,12,18,9,6,18,10,10,11,13,8,16,8,12,7,7,6,17,12,10,13,7,12,15,7,5,10,3,5,8,7,7,6,5,5,7,851
10.1371/journal.pbio.0000087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,5,6,6,10,5,2,5,1,4,4,3,7,4,1,3,1,3,5,1,3,1,5,3,3,1,1,1,3,3,6,3,4,5,7,7,2,6,5,1,5,2,2,3,2,4,3,1,2,0,3,3,3,5,2,4,211
10.1371/journal.pbio.0000088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,5,3,7,2,2,0,0,0,2,7,2,2,0,0,2,4,3,0,1,0,0,0,1,0,1,0,0,6,3,3,2,0,0,1,1,0,0,1,1,0,1,0,0,0,5,1,0,1,0,0,5,1,1,87
10.1371/journal.pbio.0000089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,3,5,6,1,3,2,6,1,7,10,4,8,3,2,2,5,0,0,1,2,1,2,1,4,2,1,2,1,2,1,1,1,1,1,2,2,2,0,3,1,2,2,1,2,1,3,1,1,0,1,1,1,3,136
10.1371/journal.pbio.0000090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,4,2,1,1,1,0,1,0,3,4,2,1,1,0,1,5,3,0,0,0,0,0,0,1,2,0,3,1,1,2,0,1,1,1,0,1,1,0,1,1,0,0,1,2,0,1,0,1,3,2,0,0,2,69
10.1371/journal.pbio.0000091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,10,5,6,4,2,5,7,7,2,2,4,6,0,3,2,0,1,5,0,0,2,1,0,0,1,1,0,0,0,0,2,0,0,0,1,1,3,1,2,1,1,0,1,0,2,1,1,1,2,1,1,0,3,1,1,111
10.1371/journal.pbio.0000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,9,2,2,4,4,2,3,0,1,3,6,5,6,0,0,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,2,0,2,1,3,0,1,0,1,3,1,2,1,1,1,1,1,0,2,87
10.1371/journal.pbio.0020001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,14,13,10,7,7,7,6,13,13,10,7,13,5,16,7,5,6,6,2,8,3,8,4,7,4,9,2,4,2,4,4,6,4,9,7,5,6,4,5,13,15,11,13,6,6,8,3,4,2,10,5,3,5,5,6,407
10.1371/journal.pbio.0020002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,22,15,17,15,15,16,12,24,15,15,24,14,11,13,12,9,11,7,7,6,12,6,11,7,6,8,7,19,12,11,16,12,10,13,15,8,15,7,9,5,4,11,12,7,3,3,6,10,8,6,9,13,17,10,13,671
10.1371/journal.pbio.0020003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,17,21,12,23,13,24,4,15,7,11,16,13,6,17,7,4,6,10,6,6,1,3,5,11,12,5,3,5,6,3,3,12,10,7,9,11,7,4,7,8,3,10,7,1,0,1,4,3,2,3,3,3,5,4,447
10.1371/journal.pbio.0020004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,16,8,33,17,17,11,18,12,19,8,10,17,16,21,6,10,11,10,2,7,4,9,11,7,5,11,16,5,9,10,15,7,12,11,4,10,12,7,10,8,13,6,10,13,7,4,8,5,4,4,9,8,4,6,5,596
10.1371/journal.pbio.0020005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,22,47,51,22,25,28,33,34,23,24,17,47,31,34,31,21,16,19,27,31,21,45,23,24,17,21,20,14,31,19,22,32,21,15,16,9,73,166,26,18,23,36,30,64,13,14,10,7,33,95,23,26,14,15,33,1699
10.1371/journal.pbio.0020006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,19,12,15,20,17,16,12,16,14,14,11,11,11,13,12,6,4,10,8,4,5,7,7,8,2,6,8,6,7,4,4,8,5,6,5,11,6,12,11,6,3,2,6,11,3,6,13,3,6,3,8,3,7,6,6,491
10.1371/journal.pbio.0020007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,71,65,55,73,66,85,60,87,80,77,53,43,57,53,75,43,36,84,55,55,48,60,48,61,53,45,46,51,45,46,34,54,69,64,34,69,41,43,42,59,54,43,53,70,51,32,33,29,28,34,29,40,44,55,44,59,3047
10.1371/journal.pbio.0020008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,11,15,9,11,4,11,16,18,25,7,14,13,9,7,12,6,4,11,0,4,6,5,5,9,4,3,6,3,7,10,4,16,5,4,3,2,6,6,9,2,11,5,10,9,2,3,6,2,6,1,3,5,5,4,4,427
10.1371/journal.pbio.0020009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,59,47,49,49,36,42,69,49,27,40,32,54,39,23,33,26,25,28,25,51,25,34,13,21,13,12,26,23,21,67,28,22,20,22,24,22,22,23,15,18,19,26,11,19,8,7,14,12,16,15,20,4,16,141,37,17,1722
10.1371/journal.pbio.0020010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,5,7,0,0,1,5,0,1,1,8,1,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,58
10.1371/journal.pbio.0020011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,6,1,4,2,2,5,3,0,2,5,2,4,2,0,0,2,5,1,2,1,0,0,1,1,0,1,3,3,2,0,1,6,0,1,4,3,5,0,2,1,1,1,0,1,0,1,6,1,0,0,0,2,3,113
10.1371/journal.pbio.0020012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,12,13,11,6,12,11,12,5,8,10,6,8,12,6,6,6,1,8,3,3,3,4,1,2,3,6,4,3,10,3,8,1,8,4,3,2,1,8,3,5,5,4,2,2,2,2,4,4,3,2,6,3,2,8,327
10.1371/journal.pbio.0020013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,18,23,33,18,29,21,35,33,37,24,36,29,39,32,27,13,17,12,22,23,21,11,12,21,11,16,23,7,12,21,10,23,16,8,24,9,10,10,12,12,15,13,17,10,6,10,11,9,11,10,7,6,12,9,16,1014
10.1371/journal.pbio.0020014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,32,23,37,32,35,29,29,29,31,19,33,21,28,30,27,16,23,13,18,16,27,28,8,23,15,16,13,17,13,13,17,27,20,15,16,17,15,20,7,10,11,8,18,11,12,11,14,13,13,9,14,11,18,17,17,1120
10.1371/journal.pbio.0020015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,21,17,22,16,12,11,15,12,17,13,17,27,20,16,10,4,4,7,11,13,7,12,7,3,9,5,12,8,7,7,9,14,12,5,8,6,17,9,13,1,12,14,6,5,3,5,10,4,5,7,7,8,6,9,9,615
10.1371/journal.pbio.0020016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,6,1,0,3,3,4,2,1,0,1,2,2,2,1,1,0,3,1,0,3,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,0,0,3,1,1,1,0,1,1,0,0,0,0,1,0,2,3,65
10.1371/journal.pbio.0020017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,6,3,1,2,2,6,2,3,1,5,2,1,1,1,0,1,3,1,1,0,0,0,0,0,2,1,1,2,0,1,0,1,0,1,1,2,0,1,2,1,0,1,0,0,2,2,2,1,2,0,2,2,2,2,89
10.1371/journal.pbio.0020018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,2,2,1,1,5,3,1,0,2,2,1,2,1,0,3,1,2,0,0,0,0,1,0,1,0,1,1,4,6,0,1,0,0,0,2,1,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0,0,2,64
10.1371/journal.pbio.0020019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,18,11,15,12,6,13,8,16,8,7,11,10,8,18,2,8,6,9,2,8,5,4,6,8,11,2,7,4,3,4,4,6,4,4,3,4,5,2,8,3,1,3,3,2,5,9,3,3,5,6,1,3,2,3,2,376
10.1371/journal.pbio.0020020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,18,24,19,21,23,22,40,25,31,20,23,13,26,20,24,8,23,12,13,22,14,24,16,25,17,20,22,17,22,20,29,35,14,21,14,21,18,16,25,17,22,21,19,25,14,13,22,22,23,9,13,21,19,15,29,1170
10.1371/journal.pbio.0020021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,7,18,19,14,11,19,15,12,24,8,6,9,4,9,12,13,6,7,9,11,4,13,4,5,5,11,11,6,12,6,3,12,9,13,8,10,7,7,3,7,5,9,14,4,6,15,4,8,3,5,12,8,7,7,10,529
10.1371/journal.pbio.0020022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,12,15,19,11,17,19,32,27,34,17,29,20,22,10,17,4,6,14,12,15,10,8,11,10,13,12,10,6,10,8,11,15,19,9,8,11,11,8,6,12,4,2,3,7,4,6,8,6,6,2,1,7,9,6,10,677
10.1371/journal.pbio.0020023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,5,0,3,0,2,4,7,2,2,0,5,1,1,1,2,0,2,0,2,2,0,0,1,0,2,4,3,0,4,1,5,1,0,2,0,5,2,0,0,2,0,3,1,2,2,0,0,0,1,1,1,2,1,1,98
10.1371/journal.pbio.0020024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,41,36,37,48,24,32,18,26,35,20,24,23,20,23,29,18,17,14,20,19,19,17,9,16,14,7,20,24,14,11,9,23,21,16,13,11,14,12,10,17,16,18,17,14,16,13,9,9,5,7,13,11,12,9,11,14,1038
10.1371/journal.pbio.0020025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,4,6,4,2,5,1,4,5,1,3,4,3,4,2,1,1,2,1,0,1,2,3,1,2,7,0,1,0,0,0,0,1,2,2,1,2,1,4,0,1,1,0,1,0,0,0,1,1,0,1,0,2,0,2,106
10.1371/journal.pbio.0020026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,2,0,0,0,1,1,2,2,0,0,2,0,1,0,0,1,2,0,0,0,1,0,0,2,3,0,0,2,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,2,0,1,1,49
10.1371/journal.pbio.0020027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,7,5,5,3,2,0,19,11,5,3,9,2,10,3,0,4,2,5,5,2,2,1,7,1,13,13,1,7,2,2,7,7,2,3,5,4,7,4,2,8,0,1,3,4,5,7,3,4,4,0,3,4,4,5,259
10.1371/journal.pbio.0020028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,41,31,39,36,29,60,34,42,33,32,43,28,44,38,68,49,37,41,30,31,46,30,25,29,49,33,47,35,22,41,35,53,51,28,31,31,21,36,32,44,40,34,28,32,41,25,26,23,21,20,36,29,15,14,16,21,1963
10.1371/journal.pbio.0020029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,11,13,16,15,6,12,17,18,12,12,11,19,7,6,10,3,6,5,5,6,7,6,11,7,3,5,8,9,1,2,5,5,6,4,6,5,8,3,5,2,5,7,2,8,1,3,3,4,6,1,7,4,1,5,6,425
10.1371/journal.pbio.0020030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,15,16,19,14,13,13,17,20,16,11,15,13,8,11,8,7,8,6,4,5,7,16,11,6,4,16,8,7,12,4,3,6,8,7,3,6,9,9,8,8,4,10,7,7,3,6,3,4,4,6,5,5,4,4,7,510
10.1371/journal.pbio.0020031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,37,28,23,12,20,21,26,30,12,20,12,16,11,13,23,12,12,11,19,13,10,7,16,12,6,13,15,11,9,6,10,12,7,9,3,5,12,7,5,6,13,5,13,4,6,12,7,8,8,7,10,7,8,4,14,707
10.1371/journal.pbio.0020032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,0,2,3,7,1,2,3,3,4,4,6,2,3,2,1,1,3,1,2,0,0,1,3,1,0,2,1,3,1,0,1,0,0,1,1,2,2,7,5,5,2,0,1,0,1,3,0,1,0,0,0,1,2,3,114
10.1371/journal.pbio.0020033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,11,10,25,5,4,11,8,12,15,6,3,12,15,3,8,8,6,11,10,13,11,6,6,9,5,8,13,8,5,8,10,13,14,9,5,1,4,11,11,8,10,10,19,18,8,5,4,4,4,6,8,6,5,10,9,506
10.1371/journal.pbio.0020034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,2,6,4,2,2,3,4,2,0,3,5,1,5,0,0,0,3,0,0,4,0,0,0,0,1,3,0,2,0,1,0,0,0,0,0,1,2,2,0,2,1,2,0,0,2,0,0,2,1,0,0,0,2,2,90
10.1371/journal.pbio.0020035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,27,14,17,12,11,21,32,24,16,7,12,17,14,7,15,8,8,8,8,10,13,6,8,5,5,4,8,7,8,4,9,19,13,13,5,10,10,15,4,13,13,9,12,6,6,8,1,6,5,1,1,9,6,4,12,618
10.1371/journal.pbio.0020036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,30,33,25,21,16,19,35,17,26,13,15,8,16,18,10,14,11,11,18,14,15,13,11,12,19,8,13,13,12,17,14,17,16,17,14,10,5,10,10,12,12,13,11,14,11,10,7,6,8,5,9,3,20,9,19,819
10.1371/journal.pbio.0020037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,10,10,6,7,6,8,13,9,10,5,9,8,5,3,5,12,10,14,4,9,4,2,10,7,5,7,3,2,4,1,7,7,5,2,2,4,4,5,1,8,2,2,4,6,2,2,2,4,9,7,5,6,4,6,336
10.1371/journal.pbio.0020038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,2,1,3,0,2,3,2,3,2,2,1,1,0,1,1,2,0,0,1,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,0,1,1,0,1,2,1,0,0,3,0,0,0,0,0,1,0,0,3,56
10.1371/journal.pbio.0020039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,9,11,6,3,6,6,5,4,5,2,12,1,5,3,2,3,2,1,8,3,10,5,5,6,1,2,1,2,7,6,8,6,1,4,6,4,3,1,10,6,7,2,6,3,5,3,2,0,3,3,4,0,4,5,250
10.1371/journal.pbio.0020040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,8,12,10,8,7,4,7,8,10,8,10,3,10,3,2,7,5,1,1,6,2,1,0,3,2,6,1,3,3,6,3,2,1,6,4,2,1,4,0,2,4,6,0,0,3,2,2,3,3,2,0,5,0,4,234
10.1371/journal.pbio.0020041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,5,4,5,3,6,9,5,3,11,4,8,4,2,8,0,2,5,6,8,7,5,1,4,6,9,0,1,0,3,3,4,1,6,10,3,9,6,1,2,8,0,3,5,2,5,7,4,1,0,1,0,1,2,6,243
10.1371/journal.pbio.0020042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,19,9,10,13,14,10,7,10,4,5,4,8,8,6,9,10,7,5,10,8,8,5,3,6,5,10,3,2,4,5,5,7,3,3,6,4,10,4,4,3,4,7,3,10,6,6,8,5,7,6,5,5,9,10,6,396
10.1371/journal.pbio.0020043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,11,13,19,12,3,7,7,13,8,9,3,15,6,10,7,2,2,3,12,4,6,5,7,4,7,3,7,3,2,3,5,4,4,5,3,1,2,5,5,4,7,3,8,6,6,2,2,0,4,4,1,7,3,3,3,332
10.1371/journal.pbio.0020044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,15,28,21,10,25,13,13,12,12,10,13,13,18,9,10,10,15,12,10,6,3,15,7,14,4,8,5,9,9,4,6,9,9,3,7,10,11,9,4,8,9,5,6,5,4,4,6,6,7,2,6,1,5,5,7,539
10.1371/journal.pbio.0020045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,10,13,17,10,15,10,12,15,9,9,6,10,14,6,15,5,5,6,9,13,10,8,5,6,7,3,1,4,7,0,7,2,8,6,6,3,4,2,4,0,8,8,10,4,1,0,4,3,7,2,0,4,3,1,4,388
10.1371/journal.pbio.0020046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,28,23,21,20,29,22,25,44,26,22,24,58,29,38,44,13,54,34,29,24,10,7,13,14,23,21,18,10,66,21,12,22,12,21,66,53,16,23,33,15,74,21,26,24,7,5,19,50,28,9,16,17,53,9,16,1487
10.1371/journal.pbio.0020047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,3,3,3,3,3,2,3,1,0,5,5,2,3,1,1,2,4,0,0,1,0,1,1,1,2,1,1,0,0,7,1,0,3,0,1,2,0,1,1,2,0,2,1,1,0,3,1,2,0,0,1,0,0,2,94
10.1371/journal.pbio.0020048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,3,3,2,4,3,2,3,3,5,4,0,1,0,1,1,0,6,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,3,0,1,0,1,0,0,2,0,0,0,1,1,0,2,0,0,3,2,74
10.1371/journal.pbio.0020049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,22,35,15,25,38,33,26,37,20,17,24,15,14,22,26,26,20,16,29,16,19,13,10,15,18,13,25,11,28,23,25,19,27,16,17,9,13,24,20,22,18,16,28,13,9,15,8,20,13,12,15,17,15,10,24,1136
10.1371/journal.pbio.0020050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,15,12,11,8,4,13,5,6,9,15,9,13,63,12,5,3,8,11,7,8,6,3,2,3,5,8,14,9,8,2,6,7,7,2,2,7,4,3,5,6,5,5,11,0,0,0,2,7,9,5,6,1,4,5,2,430
10.1371/journal.pbio.0020051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,2,6,0,3,10,0,2,2,0,2,2,2,4,1,0,4,2,1,0,2,2,5,1,2,0,0,1,1,5,3,0,8,3,2,8,0,1,2,3,3,1,3,3,4,0,1,3,0,1,1,1,0,3,126
10.1371/journal.pbio.0020052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,16,22,19,17,29,23,31,21,30,14,15,15,14,28,21,13,25,27,19,16,18,28,13,15,17,23,29,23,23,20,30,38,17,19,18,23,27,25,29,29,31,34,47,26,12,18,7,15,14,13,30,6,5,27,18,1228
10.1371/journal.pbio.0020053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,27,21,20,16,20,20,24,36,11,13,15,16,23,25,13,5,5,11,12,16,16,10,5,1,5,6,9,8,11,16,15,14,16,10,8,11,8,10,14,8,11,18,12,10,11,11,2,7,20,12,11,5,9,14,12,758
10.1371/journal.pbio.0020054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,13,12,6,9,6,9,6,9,6,5,10,10,5,7,1,2,3,4,8,3,3,2,4,5,3,4,2,0,1,3,2,2,2,3,2,1,2,3,1,0,3,2,1,1,2,0,0,1,1,0,0,0,0,1,4,214
10.1371/journal.pbio.0020055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,23,21,10,14,6,16,30,19,18,11,12,13,11,12,12,7,7,10,10,10,20,12,6,9,9,15,6,16,9,10,7,6,3,6,10,11,8,7,13,8,4,23,7,5,3,10,6,7,5,5,6,6,3,24,9,637
10.1371/journal.pbio.0020056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,5,1,0,0,2,2,0,2,3,5,1,0,1,1,1,2,1,1,1,0,2,0,2,2,0,1,0,0,4,1,1,0,1,3,2,2,0,0,2,6,0,2,1,3,0,2,0,1,1,4,0,1,4,88
10.1371/journal.pbio.0020057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,41,56,79,126,76,56,72,91,85,133,49,37,46,75,60,87,46,48,57,77,65,61,33,35,40,38,62,68,37,31,34,52,56,57,35,38,40,37,64,69,54,51,50,81,90,32,32,18,21,19,31,33,43,27,39,36,3070
10.1371/journal.pbio.0020058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,9,8,8,8,2,6,6,4,4,2,6,3,10,4,3,3,4,11,8,4,6,10,3,6,2,5,4,4,7,6,12,8,2,6,1,0,4,3,1,7,5,6,2,5,5,2,4,2,1,1,5,6,2,5,273
10.1371/journal.pbio.0020059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,6,4,2,7,7,6,7,4,4,1,7,1,5,2,6,2,1,10,10,13,10,6,2,7,6,3,1,7,6,5,6,4,3,3,4,2,4,2,2,4,6,1,2,2,4,1,8,3,2,2,4,6,3,11,260
10.1371/journal.pbio.0020060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,2,0,1,0,3,0,3,3,1,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,2,1,0,1,0,1,0,0,0,1,1,0,0,1,2,0,0,3,49
10.1371/journal.pbio.0020061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,1,5,5,4,3,2,1,3,2,1,1,0,0,3,3,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,55
